frame_number,player_1_number_hits,player_1_total_hit_speed,player_1_last_hit_speed,player_1_total_player_speed,player_1_last_speed,player_2_number_hits,player_2_total_hit_speed,player_2_last_hit_speed,player_2_total_player_speed,player_2_last_speed,player_2_last_player_speed,player_1_last_player_speed,player_1_avg_hit_speed,player_2_avg_hit_speed,player_1_avg_player_speed,player_2_avg_player_speed
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
11,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
12,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
13,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
14,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
15,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
16,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
17,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
18,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
19,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
20,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
21,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
22,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
23,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
24,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
25,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
26,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
27,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
28,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
29,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
30,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
31,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
32,1.0,33.31624984741211,33.31624984741211,0.0,0.0,0.0,0.0,0.0,1.6876614093780518,0.0,1.6876614093780518,,33.31624984741211,,,1.6876614093780518
