frame_number,player_1_number_hits,player_1_total_hit_speed,player_1_last_hit_speed,player_1_total_player_speed,player_1_last_speed,player_2_number_hits,player_2_total_hit_speed,player_2_last_hit_speed,player_2_total_player_speed,player_2_last_speed,player_2_last_player_speed,player_1_last_player_speed,player_1_avg_hit_speed,player_2_avg_hit_speed,player_1_avg_player_speed,player_2_avg_player_speed
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
11,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
12,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
13,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
14,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
15,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
16,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
17,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
18,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
19,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
20,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
21,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
22,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
23,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
24,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
25,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
26,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
27,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
28,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
29,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
30,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
31,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
32,1.0,33.26582717895508,33.26582717895508,0.0,0.0,0.0,0.0,0.0,1.6183277368545532,0.0,1.6183277368545532,,33.26582717895508,,,1.6183277368545532
